ci_skipped,ns,nd,nf,entropy,la,ld,lt,ndev,age,nuc,exp,rexp,sexp,TFC,is_doc,is_build,is_meta,is_media,is_src,is_merge,FRM,COM,CFT,classif,prev_com_res,proj_recent_skip,comm_recent_skip,same_committer,is_fix,day_week,CM,commit_hash
1,1,1,1,0,11,3,22,2,0.00724537,1,1399,25.19309661,705,1,0,0,0,0,1,0,0,0,0,1,0,3,3,1,0,3,4.108400357,f6f637ffd4ba4ad4e594a7cbc898276b7e31ea65
0,1,1,2,0.721928095,3,2,138,10,179.1683102,2,1398,24.19314196,704,1,0,0,0,0,1,0,0,0,0,7,1,4,4,1,0,3,6.131226489,8cd48234bffc13c1d1dd792b033f9eb738e95474
1,1,1,1,0,2,2,22,2,26.73983796,1,1397,23.19711021,703,1,0,0,0,0,1,0,0,0,0,4,1,4,4,1,0,3,4.353552459,f94568d761aa9bc4a459dd4242dea533a60d6a31
1,1,1,1,0,2,2,129,15,109.7626273,1,1396,22.26675544,436,1,0,0,0,0,1,0,0,0,0,1,1,4,4,1,0,3,5.227023323,08feab185fb2998b51ddf731fe4d27a1fe0fb600
1,1,1,1,0,1,1,260,14,55.5734838,1,1395,21.26675544,702,1,0,0,0,0,1,0,0,0,0,2,0,4,4,1,1,3,5.15955019,d10ffd4fd97003b638cb93821dcab3c86a2abba5
0,1,1,1,0,1,1,171,2,396.7119792,1,1394,20.26711796,701,1,0,0,0,0,1,0,0,0,0,7,1,5,5,1,0,3,5.470348569,c1dcbde8edcf24f855f078454ccc2e0dfa1e936b
1,2,2,3,1.584962501,3,3,12.66666667,2,306.7288657,3,1393,19.26711796,637.5,1,0,0,0,0,0,0,0,0,0,2,1,5,5,1,1,3,3.90194071,90533f88f22799df43a8b37dd874bbb744fc22b2
1,1,1,1,0,7,5,328,5,15.58377315,1,1392,18.26711796,434,1,0,0,0,0,1,0,0,0,0,5,1,5,5,1,0,3,4.934413362,987f351b5397c38990c0d988b81d1235e01de6cd
1,1,1,1,0,1,1,1969,50,0.036261574,1,1391,28.91470409,839,1,1,0,0,0,0,0,0,0,0,7,1,5,5,1,0,2,4.848731661,d889fa0a65b767be3c8e64a58a93b953498f7e00
1,1,1,1,0,1,0,1099,37,0.004178241,1,1390,27.91498725,700,1,0,0,0,0,1,0,0,0,0,1,1,4,4,1,0,2,3.17152761,6f9b034d633d83707d8df37a6c5d1d1fc01cf07c
1,1,1,1,0,12,0,316,5,0.029224537,1,1389,26.91503282,433,1,0,0,0,0,1,0,0,0,0,5,1,3,3,1,0,2,4.828262119,fc42d8ac3e2e9590e6038bae93f8dcc2c5b33ab1
